0,0,32,5,5,2,10
1,0,32,5,5,2,10
2,0,32,5,5,2,10
3,0,32,5,5,0,10
4,0,32,5,5,0,10
5,0,32,5,5,0,10
6,0,32,5,5,2,10
7,0,32,5,5,0,10
8,0,32,5,5,2,10
9,0,32,5,5,0,10
10,0,32,5,5,2,10
11,0,32,5,5,2,10
12,0,32,5,5,2,10
13,0,32,5,5,2,10
14,0,32,5,5,2,10
15,0,32,5,5,2,10
16,0,32,5,5,2,10
17,0,32,5,5,0,10
18,0,32,5,5,2,10
19,0,32,5,5,2,20
20,0,32,5,5,2,20
21,0,32,5,5,0,20
22,0,32,5,5,2,20
23,0,32,5,5,0,20
24,0,32,5,5,0,20
25,0,32,5,5,0,20
26,0,32,5,5,2,20
27,0,32,5,5,0,20
28,0,32,5,5,0,20
29,0,32,5,5,2,20
30,0,32,5,5,0,20
31,0,32,5,5,2,20
32,0,32,5,5,2,20
33,0,32,5,5,0,20
34,0,32,5,5,2,20
